romeo_id	publisher_name	publisher_alias	link_type	link_url
1506	Elsevier	Cancer Treatment Communications	Open Access License Policy	http://www.elsevier.com/about/open-access/oa-and-elsevier/oa-license-policy
1504	Elsevier	Creative Commons	Example of Policy	http://www.journals.elsevier.com/eupa-open-proteomics/creative-commons-license/creative-commons-licenses/
1504	Elsevier	Creative Commons	Example of Guide to Authors	http://www.elsevier.com/journals/eupa-open-proteomics/2212-9685/guide-for-authors
1504	Elsevier	Creative Commons	Open Access License Policy	https://www.elsevier.com/about/our-business/policies/open-access-licenses
2775	Elsevier	Creative Commons Attribution	Example Policy	https://www.elsevier.com/journals/preventive-medicine-reports/2211-3355?generatepdf=true
2191	Elsevier	Creative Commons Attribution Non-Commercial No-Derivatives License	Example Policy	http://www.editorialmanager.com/jvs/account/Information%20for%20authors.html#25
2252	Elsevier	Creative Commons Licenses	Open Access License Policy	http://www.elsevier.com/about/open-access/open-access-policies/oa-license-policy
2252	Elsevier	Creative Commons Licenses	Epidemics Guide for Authors	http://www.elsevier.com/journals/epidemics/1755-4365/guide-for-authors#13350
2252	Elsevier	Creative Commons Licenses	Developmental Cognitive Neuroscience Guide for Authors	http://www.elsevier.com/journals/developmental-cognitive-neuroscience/1878-9293/guide-for-authors#13350
1507	Elsevier	Current Therapeutic Research	Guide for Authors	http://www.elsevier.com/journals/current-therapeutic-research/0011-393X/guide-for-authors
1507	Elsevier	Current Therapeutic Research	Open Access License Policy	http://www.elsevier.com/about/open-access/oa-and-elsevier/oa-license-policy
1500	Elsevier	FEBS Open Bio	Policy	http://www.journals.elsevier.com/febs-open-bio/creative-commons-license/creative-commons-license/
1509	Elsevier	Journal of Cancer Policy	Guide for Authors	http://www.elsevier.com/journals/journal-of-cancer-policy/2213-5383/guide-for-authors
1509	Elsevier	Journal of Cancer Policy	Open Access License Policy	http://www.elsevier.com/about/open-access/oa-and-elsevier/oa-license-policy
2725	Elsevier	Journal of Urology	Unleashing the power of academic sharing	http://www.elsevier.com/connect/elsevier-updates-its-policies-perspectives-and-services-on-article-sharing
2725	Elsevier	Journal of Urology	Sharing Policy	http://www.elsevier.com/about/company-information/policies/sharing
2725	Elsevier	Journal of Urology	Sharing and Hosting Policy FAQ	http://www.elsevier.com/about/policies/policy-faq
2725	Elsevier	Journal of Urology	Green open access	http://www.elsevier.com/about/open-access/green-open-access
2725	Elsevier	Journal of Urology	Journal Embargo Period List	https://www.elsevier.com/__data/assets/pdf_file/0005/78476/external-embargo-list.pdf
2725	Elsevier	Journal of Urology	Journal Embargo List for UK Authors<a/> - <a href=http://www.elsevier.com/about/company-information/policies/sharing/how-to-attach-a-user-license>Attaching a User License	https://www.elsevier.com/__data/assets/pdf_file/0011/78473/EmbargoPeriods_2.pdf
2725	Elsevier	Journal of Urology	Funding Body Agreements	http://www.elsevier.com/about/open-access/open-access-policies/funding-body-agreements
1274	Elsevier	Lancet	Guidelines for Authors	http://download.thelancet.com/flatcontentassets/authors/lancet-information-for-authors.pdf
1274	Elsevier	Lancet	Disclosure of results before publication	http://www.thelancet.com/lancet/information-for-authors/disclosure-of-results
1274	Elsevier	Lancet	The Lancet journals welcome a new open access policy	http://www.thelancet.com/journals/lancet/article/PIIS0140-6736%2813%2960720-5/fulltext
1274	Elsevier	Lancet	What happens after publication?	http://www.thelancet.com/lancet-information-for-authors/after-publication
1274	Elsevier	Lancet	Journal Embargo Period List	https://www.elsevier.com/__data/assets/pdf_file/0005/78476/external-embargo-list.pdf
1274	Elsevier	Lancet	Journal Embargo List for UK Authors	https://www.elsevier.com/__data/assets/pdf_file/0011/78473/EmbargoPeriods_2.pdf
1508	Elsevier	Results in Physics	Guide for Authors	http://www.elsevier.com/journals/results-in-physics/2211-3797/guide-for-authors
1508	Elsevier	Results in Physics	Open Access License Policy	http://www.elsevier.com/about/open-access/oa-and-elsevier/oa-license-policy
1810	Elsevier	SCOAP3	Policy	http://www.journals.elsevier.com/physics-letters-b/news/scoap3-model-now-reality/
3136	Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Instituto de História da Arte (IHA)	Revista de História da Arte	Policy	https://institutodehistoriadaarte.files.wordpress.com/2013/09/rha_12_normasredaccao.pdf
3155	Universidade do Porto, Faculdade de Letras, Centro de Linguística (CLUP)	eLingUP	Policy	http://ojs.letras.up.pt/index.php/elingUP/about/submissions#authorGuidelines
3232	Universidad de Jaén	Creative Commons Attribution Non-Commercial	Example Policy	https://revistaselectronicas.ujaen.es/index.php/REE/about/submissions#copyrightNotice
3233	Universidad de Jaén	Creative Commons Attribution Non-Commercial Share Alike	Example Policy	https://revistaselectronicas.ujaen.es/index.php/RTC/about/submissions#copyrightNotice
1590	American Society for Investigative Pathology (ASIP)	Journal of Molecular Diagnostics	Policy	http://www.journals.elsevierhealth.com/periodicals/jmdi/authorinfo
1886	International Union of Crystallography	Open Access	Example Notes for Authors	http://www.iucrj.org/m/services/notesforauthors.html
1886	International Union of Crystallography	Open Access	Author Rights	http://journals.iucr.org/services/authorrights.html
2993	World Health Organization (WHO)	Creative Commons Attribution	Example Policy	http://submit.bwho.org/journals/bullwho/forms/licence.pdf
2994	World Health Organization (WHO)	Creative Commons Attribution Non-Commercial Share Alike License	Policy	http://www.emro.who.int/emh-journal/disclaimer/
2359	Informa Healthcare	Creative Commons Attribution Non-Commercial	Example Policy	http://www.actaorthop.org/
1455	European Respiratory Society	ERJ	Policy	http://erj.ersjournals.com/authors/instructions
2735	European Respiratory Society	ERJ Open Research	Policy	http://openres.ersjournals.com/authors/instructions
1524	Co-Action Publishing	Creative Commons Attribution	Policy	http://www.co-action.net/authors/authors4.php
3112	Akadémiai Kiadó	Open Access Journal	Policy	http://akademiai.com/page/openaccess
1436	British Editorial Society of Bone and Joint Surgery	Open Access	Example Policy	http://www.bjr.boneandjoint.org.uk/content/instructions-authors
3153	International Society for Horticultural Science (ISHS)	eJHS	Policy	https://www.ishs.org/ejhs
1533	Institute of Electrical and Electronics Engineers (IEEE)	OAJ	IEEE Open Access Options	http://open.ieee.org/
1533	Institute of Electrical and Electronics Engineers (IEEE)	OAJ	IEEE Open Access Copyright Form	http://www.ieee.org/publications_standards/publications/rights/oacf.html
3083	Wageningen Academic Publishers	International Food and Agribusiness Management Review	Example Copyright	http://www.wageningenacademic.com/journals/bm/copyright
1772	Botanical Society of America	AJB	Policy	http://www.botany.org/ajb/AJBcopyright.pdf
1773	Botanical Society of America	APPS	Policy	http://cms.botany.org/home/publications/apps/instructions-for-authors.html
2297	American Association for the Advancement of Science	Science Advances	Article Licensing	http://advances.sciencemag.org/content/article-licensing
2297	American Association for the Advancement of Science	Science Advances	Editorial Policies	http://advances.sciencemag.org/content/editorial-policies
1982	Thomas Telford (ICE Publishing)	Geotechnical Research	Policy	http://www.icevirtuallibrary.com/upload/Guidelines1.pdf
2940	IOP Publishing	arXiv	Author Rights	http://ioppublishing.org/wp-content/uploads/2016/05/J-VAR-LF-0216-Author-Rights-New-5.pdf
2940	IOP Publishing	arXiv	IOP Publishing open access policy	http://iopscience.iop.org/info/page/openaccess
2940	IOP Publishing	arXiv	;Frequently Asked Questions	http://authors.iop.org/atom/help.nsf/LookupJournalSpecific/WebPermissionsFAQ~**
1809	IOP Publishing	Conference Series	Policy	http://conferenceseries.iop.org/content/quick_links/IOP Proceedings Licence
1471	IOP Publishing	Hybrid Open Access	Author Rights	http://ioppublishing.org/wp-content/uploads/2016/05/J-VAR-LF-0216-Author-Rights-New-5.pdf
1471	IOP Publishing	Hybrid Open Access	IOP Publishing open access policy	http://iopscience.iop.org/info/page/openaccess
3131	IOP Publishing	No Hybrid Option	Author Rights	http://ioppublishing.org/wp-content/uploads/2016/05/J-VAR-LF-0216-Author-Rights-New-5.pdf
3131	IOP Publishing	No Hybrid Option	IOP Publishing open access policy	http://iopscience.iop.org/info/page/openaccess
3131	IOP Publishing	No Hybrid Option	;Frequently Asked Questions	http://authors.iop.org/atom/help.nsf/LookupJournalSpecific/WebPermissionsFAQ~**
1275	IOP Publishing	Open Access Journals	Example Policy	http://iopscience.iop.org/1367-2630/page/NJP%20copyright%20statement
1511	IOP Publishing	Pre-print only	General Assignment of copyright form	http://authors.iop.org/atom/help.nsf/0/F20EC7D4A1A670AA80256F1C0053EEFF?OpenDocument
1511	IOP Publishing	Pre-print only		http://authors.iop.org/atom/help.nsf/0/4B601A1E9C8CFD828025744B0041B8BD?OpenDocument&journalid=
3129	IOP Publishing	SCOAP3	Policy	http://cpc-hepnp.ihep.ac.cn:8080/Jwk_cpc/EN/column/column292.shtml
1470	IOP Publishing	STAM	Policy	http://iopscience.iop.org/1468-6996/page/Copyright%20&%20permissions
3229	De Gruyter	BE Journal of Economic Analysis & Policy	Policy	https://www.degruyter.com/view/j/bejeap#callForPapersHeader
2372	Begell House	Engineering Titles	Copyright Form for Engineering Journals	http://submission.begellhouse.com/pdf/BH_Copyright_for_Engineering_journals.pdf
2372	Begell House	Engineering Titles	Open Access Options	http://www.begellhouse.com/open_access/
2309	Future Medicine	Creative Commons Attribution	Policy	https://www.futuremedicine.com/authorguide/openaccess
3224	Future Medicine	Open Access Journals	Policy	https://www.futuremedicine.com/authorguide/openaccess
1522	Council for British Archaeology	Internet Archaeology	Policy	http://intarch.ac.uk/authors/index.html
1284	Pion	i-Perception	Policy	http://i-perception.perceptionweb.com/faq/
1285	Pion	Perception	Policy	http://www.perceptionweb.com/authors.html#copyright
2737	Institution of Engineering and Technology (IET)	Open Access Journals	Example Policy	http://digital-library.theiet.org/journals/joe/author-guide#creative
1430	Genetics Society of America	G3	Policy	http://www.g3journal.org/site/misc/ifora.xhtml#OPEN%20ACCESS%20LICENSE%20FOR%20PUBLICATION
1523	Cold Spring Harbor Laboratory Press	12 month Embargo	RNA Information for Authors	http://rnajournal.cshlp.org/site/misc/ifora.xhtml
1523	Cold Spring Harbor Laboratory Press	12 month Embargo	Learning and Memory Information for Authors	http://learnmem.cshlp.org/site/misc/ifora.xhtml
2882	IM Publications	Journal of Spectral Imaging	Policy	http://www.impublications.com/jsi-authors#OA
2762	Wichtig	Open Access Journals	Example Policy	http://www.heart-int.com/pub/heart-instructions-to-authors
2763	Wichtig	Open Access Journals - No Preprint	Policy	http://www.nephrology-reviews.com/pub/nrr-instructions-to-authors
2934	Lippincott, Williams & Wilkins	Creative Commons Attribution Non-Commercial No Derivatives License	Example Policy	http://journals.lww.com/transplantjournal/Pages/Transplantation-Direct.aspx
3011	Lippincott, Williams & Wilkins	JAAOS	Policy	http://edmgr.ovid.com/jaaosglobal/accounts/Open_Access_LICENSE_TO_PUBLISH_JAAOS_Global_R&R.pdf
2261	Lippincott, Williams & Wilkins	No Hybrid Open Access	example of policy	http://edmgr.ovid.com/apjo/accounts/copyrightTransfer.pdf
2261	Lippincott, Williams & Wilkins	No Hybrid Open Access	NIH Public Access Policy	http://journals.lww.com/_layouts/oaks.journals/nih.aspx
2740	Lippincott, Williams & Wilkins	Various Creative Commons	Example Policy	http://journals.lww.com/md-journal/Pages/informationforauthors.aspx
2869	Physical Society of Japan 日本物理学会  (JPS)	JPS Conf Proc	Policy	http://journals.jps.jp/page/permission
2875	American Chemical Society	Open Access Titles	Policy	http://acsopenaccess.org/
1948	Mary Ann Liebert	Open Access	Example Policy	http://www.liebertpub.com/archpolicy/bioresearch-open-access/609/
2779	Universitetsforlaget (Scandinavian University Press)	Creative Commons Attribution Non-Commercial	Policy	https://www.idunn.no/info/forfatter?languageId=2
1125	Massachusetts Institute of Technology Press (MIT Press)	12 month embargo	Policy	https://www.mitpressjournals.org/for_authors
1123	Massachusetts Institute of Technology Press (MIT Press)	3 month embargo	Policy	https://www.mitpressjournals.org/for_authors
1124	Massachusetts Institute of Technology Press (MIT Press)	6 month embargo	Policy	https://www.mitpressjournals.org/for_authors
2663	Massachusetts Institute of Technology Press (MIT Press)	Asian Development Review	Policy	http://www.mitpressjournals.org/userimages/ContentEditor/1424199102833/Agreement%20to%20Publish%20in%20ADR_12Feb2015.pdf
3014	Massachusetts Institute of Technology Press (MIT Press)	Open Access Titles	Policy	https://www.mitpressjournals.org/for_authors#authorposting
1420	Nature Publishing Group	EMBO	Policy	http://www.nature.com/emboj/about/authors.html#a5.5
1488	Nature Publishing Group	Nature Communications	Policy	http://www.nature.com/ncomms/open_access/index.html
1456	Nature Publishing Group	Open Access Hybrid Model Option A	Pre-publication policy	http://www.nature.com/authors/editorial_policies/confidentiality.html
1456	Nature Publishing Group	Open Access Hybrid Model Option A	License to Publish	http://www.nature.com/authors/editorial_policies/license.html
1456	Nature Publishing Group	Open Access Hybrid Model Option A	Manuscript Deposition Service	http://www.nature.com/authors/author_services/deposition.html
1457	Nature Publishing Group	Open Access Hybrid Model Option B	Pre-publication policy	http://www.nature.com/authors/editorial_policies/confidentiality.html
